Unnamed: 0,Unsaturated_SMILES,Saturated_SMILES,nH2,pH2
6379,OCC(CC#C)C#C,OCC(CCC)CC,4,6.943327817781444
6380,OCC(CC#C)C#N,OCC(CCC)CN,4,6.884323263611829
6381,OCC(CC#N)C#C,OCC(CCN)CC,4,6.884323263611829
6382,OCC(CC#N)C#N,OCC(CCN)CN,4,6.8263131030893085
6459,CCCC(C#C)C#N,CCCC(CC)CN,4,7.002669265271422
6460,CCCC(C#N)C#N,CCCC(CN)CN,4,6.942656190000996
6461,CCNC(C#C)C#N,CCNC(CC)CN,4,6.942656190000996
6462,CCNC(C#N)C#N,CCNC(CN)CN,4,6.883663001801729
6463,CCOC(C#C)C#N,CCOC(CC)CN,4,6.884323263611829
6464,CCOC(C#N)C#N,CCOC(CN)CN,4,6.8263131030893085
6465,COCC(C#C)C#C,COCC(CC)CC,4,6.943327817781444
6466,COCC(C#C)C#N,COCC(CC)CN,4,6.884323263611829
6467,OCCC(C#C)C#C,OCCC(CC)CC,4,6.943327817781444
6468,OCCC(C#C)C#N,OCCC(CC)CN,4,6.884323263611829
6528,CC(=O)C(C#C)C#C,CC(O)C(CC)CC,5,8.679159772226805
6529,CC(=O)C(C#C)C#N,CC(O)C(CC)CN,5,8.605404079514786
6530,CC(=O)C(C#N)C#N,CC(O)C(CN)CN,5,8.532891378861635
6531,NC(=[NH2+])[C-](C#C)C#N,NC([NH2+])[C-](CC)CN,4,7.811334116593327
6532,NC(=[NH2+])[C-](C#N)C#N,NC([NH2+])[C-](CN)CN,4,7.744952464556737
6533,NC(=O)C(C#C)C#C,NC(O)C(CC)CC,5,8.605404079514786
6534,CC(=O)C(C=O)C#C,CC(O)C(CO)CC,4,6.826962408524176
6535,NC(=O)C(C=O)C#C,NC(O)C(CO)CC,4,6.769910907811376
6544,CC(C)C(C#C)C#C,CC(C)C(CC)CC,4,7.063728906270558
6545,CC(C)C(C#C)C#N,CC(C)C(CC)CN,4,7.002669265271422
6546,CC(C)C(C#N)C#N,CC(C)C(CN)CN,4,6.942656190000996
6547,CC(O)C(C#C)C#C,CC(O)C(CC)CC,4,6.943327817781444
6548,CC(O)C(C#C)C#N,CC(O)C(CC)CN,4,6.884323263611829
6549,CN(C)C(C#C)C#N,CN(C)C(CC)CN,4,6.942656190000996
6550,CN(C)C(C#N)C#N,CN(C)C(CN)CN,4,6.883663001801729
6616,C#CC1(CCC1)C#C,CCC1(CCC1)CC,4,7.190712006920434
6617,C#CC1(CCC1)C#N,CCC1(CCC1)CN,4,7.12744715306801
6618,C#CC1(CCN1)C#N,CCC1(CCN1)CN,4,7.065285815758246
6619,C#CC1(CCO1)C#C,CCC1(CCO1)CC,4,7.065981380478957
6620,C#CC1(CCO1)C#N,CCC1(CCO1)CN,4,7.0048829604200735
6621,C#CC1(CNC1)C#N,CCC1(CNC1)CN,4,7.065285815758246
6622,C#CC1(COC1)C#C,CCC1(COC1)CC,4,7.065981380478957
6623,C#CC1(COC1)C#N,CCC1(COC1)CN,4,7.0048829604200735
6624,N#CC1(CCC1)C#N,NCC1(CCC1)CN,4,7.065285815758246
6625,N#CC1(CCN1)C#N,NCC1(CCN1)CN,4,7.004199371987207
6626,N#CC1(CCO1)C#N,NCC1(CCO1)CN,4,6.9448320989793535
6627,N#CC1(CNC1)C#N,NCC1(CNC1)CN,4,7.004199371987207
6628,N#CC1(COC1)C#N,NCC1(COC1)CN,4,6.9448320989793535
6676,C#CC1(CC#N)CC1,CCC1(CCN)CC1,4,7.12744715306801
6677,C#CC1(CC#N)CN1,CCC1(CCN)CN1,4,7.065285815758246
6678,C#CC1(CC#N)CO1,CCC1(CCN)CO1,4,7.0048829604200735
6679,C#CCC1(CC1)C#C,CCCC1(CC1)CC,4,7.190712006920434
6680,C#CCC1(CC1)C#N,CCCC1(CC1)CN,4,7.12744715306801
6681,C#CCC1(CN1)C#C,CCCC1(CN1)CC,4,7.12744715306801
6682,C#CCC1(CN1)C#N,CCCC1(CN1)CN,4,7.065285815758246
6683,C#CCC1(CO1)C#C,CCCC1(CO1)CC,4,7.065981380478957
6684,C#CCC1(CO1)C#N,CCCC1(CO1)CN,4,7.0048829604200735
6685,N#CCC1(CC1)C#N,NCCC1(CC1)CN,4,7.065285815758246
6686,N#CCC1(CN1)C#N,NCCC1(CN1)CN,4,7.004199371987207
6687,N#CCC1(CO1)C#N,NCCC1(CO1)CN,4,6.9448320989793535
6712,CC#CC1(CC1)C#C,CCCC1(CC1)CC,4,7.190712006920434
6713,CC#CC1(CC1)C#N,CCCC1(CC1)CN,4,7.12744715306801
6714,CC#CC1(CN1)C#C,CCCC1(CN1)CC,4,7.12744715306801
6715,CC#CC1(CN1)C#N,CCCC1(CN1)CN,4,7.065285815758246
6716,CC#CC1(CO1)C#C,CCCC1(CO1)CC,4,7.065981380478957
6717,CC#CC1(CO1)C#N,CCCC1(CO1)CN,4,7.0048829604200735
6780,CC1CC1(C#C)C#C,CC1CC1(CC)CC,4,7.190712006920434
6781,CC1CC1(C#C)C#N,CC1CC1(CC)CN,4,7.12744715306801
6782,CC1CC1(C#N)C#N,CC1CC1(CN)CN,4,7.065285815758246
6783,CC1NC1(C#C)C#C,CC1NC1(CC)CC,4,7.12744715306801
6784,CC1NC1(C#C)C#N,CC1NC1(CC)CN,4,7.065285815758246
6785,CC1NC1(C#N)C#N,CC1NC1(CN)CN,4,7.004199371987207
6786,CC1OC1(C#C)C#C,CC1OC1(CC)CC,4,7.065981380478957
6787,CC1OC1(C#C)C#N,CC1OC1(CC)CN,4,7.0048829604200735
6788,CC1OC1(C#N)C#N,CC1OC1(CN)CN,4,6.9448320989793535
6789,CN1CC1(C#C)C#C,CN1CC1(CC)CC,4,7.12744715306801
6790,CN1CC1(C#C)C#N,CN1CC1(CC)CN,4,7.065285815758246
6791,CN1CC1(C#N)C#N,CN1CC1(CN)CN,4,7.004199371987207
6792,NC1CC1(C#C)C#N,NC1CC1(CC)CN,4,7.065285815758246
6793,NC1CC1(C#N)C#N,NC1CC1(CN)CN,4,7.004199371987207
6794,OC1CC1(C#C)C#C,OC1CC1(CC)CC,4,7.065981380478957
6795,OC1CC1(C#C)C#N,OC1CC1(CC)CN,4,7.0048829604200735
6796,OC1CC1(C#N)C#N,OC1CC1(CN)CN,4,6.9448320989793535
7049,C#CC1CC(C1)C#C,CCC1CC(C1)CC,4,7.190712006920434
7050,C#CC1CC(C1)C#N,CCC1CC(C1)CN,4,7.12744715306801
7051,C#CC1CC(N1)C#N,CCC1CC(N1)CN,4,7.065285815758246
7052,C#CC1CC(O1)C#C,CCC1CC(O1)CC,4,7.065981380478957
7053,C#CC1CC(O1)C#N,CCC1CC(O1)CN,4,7.0048829604200735
7054,N#CC1CC(C1)C#N,NCC1CC(C1)CN,4,7.065285815758246
7055,N#CC1CC(N1)C#N,NCC1CC(N1)CN,4,7.004199371987207
7056,N#CC1CC(O1)C#N,NCC1CC(O1)CN,4,6.9448320989793535
7094,N=C1OC(C=C1)C#C,NC1OC(CC1)CC,4,7.0048829604200735
7095,[NH2+]=C1O[C-](C=C1)C#N,[NH2+]C1O[C-](CC1)CN,3,6.12994236220939
7096,O=C1CC(C=C1)C#C,OC1CC(CC1)CC,4,7.065981380478957
7097,O=C1CC(C=C1)C#N,OC1CC(CC1)CN,4,7.0048829604200735
7098,O=C1NC(C=C1)C#C,OC1NC(CC1)CC,4,7.0048829604200735
7099,O=C1OC(C=C1)C#C,OC1OC(CC1)CC,4,6.945504147838023
7100,N=C1CN=C(N1)C#C,NC1CNC(N1)CC,4,7.004199371987207
7101,N=C1CN=C(N1)C#N,NC1CNC(N1)CN,4,6.944160180163358
7102,O=C1CC(=CN1)C#C,OC1CC(CN1)CC,4,7.0048829604200735
7103,O=C1CC(=CN1)C#N,OC1CC(CN1)CN,4,6.9448320989793535
7104,O=C1CC=C(C1)C#C,OC1CCC(C1)CC,4,7.065981380478957
7105,O=C1CC=C(C1)C#N,OC1CCC(C1)CN,4,7.0048829604200735
7106,O=C1CC=C(N1)C#C,OC1CCC(N1)CC,4,7.0048829604200735
7107,O=C1CC=C(N1)C#N,OC1CCC(N1)CN,4,6.9448320989793535
7108,O=C1CN=C(N1)C#C,OC1CNC(N1)CC,4,6.9448320989793535
7109,O=C1CN=C(O1)C#C,OC1CNC(O1)CC,4,6.886462756133843
7110,N=C1OCC(=C1)C#C,NC1OCC(C1)CC,4,7.0048829604200735
7111,N=C1OCC(=C1)C#N,NC1OCC(C1)CN,4,6.9448320989793535
7112,O=C1CCC(=C1)C#C,OC1CCC(C1)CC,4,7.065981380478957
7113,O=C1CCC(=C1)C#N,OC1CCC(C1)CN,4,7.0048829604200735
7114,O=C1NCC(=C1)C#C,OC1NCC(C1)CC,4,7.0048829604200735
8335,N#CC#CC1CCC1,NCCCC1CCC1,4,7.12744715306801
8336,N#CC#CC1CCO1,NCCCC1CCO1,4,7.0048829604200735
8337,N#CC#CC1COC1,NCCCC1COC1,4,7.0048829604200735
8563,CC1CC1C#CC#C,CC1CC1CCCC,4,7.190712006920434
8564,CC1CC1C#CC#N,CC1CC1CCCN,4,7.12744715306801
8565,CC1NC1C#CC#C,CC1NC1CCCC,4,7.12744715306801
8566,CC1NC1C#CC#N,CC1NC1CCCN,4,7.065285815758246
8567,CC1OC1C#CC#C,CC1OC1CCCC,4,7.065981380478957
8568,CC1OC1C#CC#N,CC1OC1CCCN,4,7.0048829604200735
8569,CN1CC1C#CC#C,CN1CC1CCCC,4,7.12744715306801
8570,CN1CC1C#CC#N,CN1CC1CCCN,4,7.065285815758246
8571,OC1CC1C#CC#C,OC1CC1CCCC,4,7.065981380478957
8572,OC1CC1C#CC#N,OC1CC1CCCN,4,7.0048829604200735
8913,C#CC#CC#CC#N,CCCCCCCN,8,14.005338530542844
8914,N#CC#CC#CC#N,NCCCCCCN,8,13.885312380001992
8915,C#CCC#CCC#N,CCCCCCCN,6,10.50400389790713
8916,N#CCC#CCC#N,NCCCCCCN,6,10.413984285001494
8917,C#CC#CCCC#N,CCCCCCCN,6,10.50400389790713
8918,C#CCCC#CC#N,CCCCCCCN,6,10.50400389790713
8919,N#CCCC#CC#N,NCCCCCCN,6,10.413984285001494
8920,C#CCCCCC#N,CCCCCCCN,4,7.002669265271422
8921,C#CCCNCC#N,CCCCNCCN,4,6.942656190000996
8922,C#CCCOCC#N,CCCCOCCN,4,6.884323263611829
8923,C#CCNCCC#N,CCCNCCCN,4,6.942656190000996
8924,C#CCOCCC#N,CCCOCCCN,4,6.884323263611829
8925,N#CCCCCC#N,NCCCCCCN,4,6.942656190000996
8926,N#CCCNCC#N,NCCCNCCN,4,6.883663001801729
8927,N#CCCOCC#N,NCCCOCCN,4,6.8263131030893085
8928,O=CC#CC#CC#C,OCCCCCCC,7,12.150823681117528
8929,O=CC#CC#CC#N,OCCCCCCN,7,12.0475657113207
8930,O=CC#CCCC#C,OCCCCCCC,5,8.679159772226805
8931,O=CC#CCCC#N,OCCCCCCN,5,8.605404079514786
8932,O=CCC#CCC#C,OCCCCCCC,5,8.679159772226805
8933,O=CCC#CCC#N,OCCCCCCN,5,8.605404079514786
8934,O=CNC=NCC#C,OCNCNCCC,4,6.8263131030893085
8935,O=CNC=NCC#N,OCNCNCCN,4,6.769272408744298
8936,O=COC=NCC#C,OCOCNCCC,4,6.769910907811376
8937,O=COC=NCC#N,OCOCNCCN,4,6.713805039625324
8940,N=COCC#CC#C,NCOCCCCC,5,8.605404079514786
8941,N=COCC#CC#N,NCOCCCCN,5,8.532891378861635
8942,O=CCCC#CC#C,OCCCCCCC,5,8.679159772226805
8943,O=CCCC#CC#N,OCCCCCCN,5,8.605404079514786
8944,O=CNCC#CC#C,OCNCCCCC,5,8.605404079514786
8945,O=CNCC#CC#N,OCNCCCCN,5,8.532891378861635
8946,O=COCC#CC#C,OCOCCCCC,5,8.53370301065522
8947,O=COCC#CC#N,OCOCCCCN,5,8.462388634764219
8948,N=COCC#CC=O,NCOCCCCO,4,6.769910907811376
8949,O=CNCC#CC=O,OCNCCCCO,4,6.769910907811376
8950,O=COCC#CC=O,OCOCCCCO,4,6.7144331173633
8974,CC#CC#CCC#N,CCCCCCCN,6,10.50400389790713
8975,CC#CCC#CC#N,CCCCCCCN,6,10.50400389790713
8976,CC#CCCCC#N,CCCCCCCN,4,7.002669265271422
8977,CC#CCNCC#N,CCCCNCCN,4,6.942656190000996
8985,CCC#CC#CC#N,CCCCCCCN,6,10.50400389790713
8986,OCC#CC#CC#C,OCCCCCCC,6,10.414991726672168
8987,OCC#CC#CC#N,OCCCCCCN,6,10.326484895417744
8988,OCC#CCCC#C,OCCCCCCC,4,6.943327817781444
8989,OCC#CCCC#N,OCCCCCCN,4,6.884323263611829
9003,COCC#CC#CC,COCCCCCC,4,6.943327817781444
9004,COCC#CCC#C,COCCCCCC,4,6.943327817781444
9005,COCC#CCC#N,COCCCCCN,4,6.884323263611829
9006,OCCC#CCC#C,OCCCCCCC,4,6.943327817781444
9007,OCCC#CCC#N,OCCCCCCN,4,6.884323263611829
9017,CCCCC#CC#N,CCCCCCCN,4,7.002669265271422
9018,CCOCC#CC#C,CCOCCCCC,4,6.943327817781444
9019,CCOCC#CC#N,CCOCCCCN,4,6.884323263611829
9020,COCCC#CC#C,COCCCCCC,4,6.943327817781444
9021,COCCC#CC#N,COCCCCCN,4,6.884323263611829
9022,OCCCC#CC#C,OCCCCCCC,4,6.943327817781444
9023,OCCCC#CC#N,OCCCCCCN,4,6.884323263611829
9063,C#CC1CCC1C#N,CCC1CCC1CN,4,7.12744715306801
9064,C#CC1CNC1C#N,CCC1CNC1CN,4,7.065285815758246
9065,C#CC1COC1C#N,CCC1COC1CN,4,7.0048829604200735
9066,C#CC1NCC1C#N,CCC1NCC1CN,4,7.065285815758246
9067,C#CC1OCC1C#N,CCC1OCC1CN,4,7.0048829604200735
9068,N#CC1CCC1C#N,NCC1CCC1CN,4,7.065285815758246
9069,N#CC1CNC1C#N,NCC1CNC1CN,4,7.004199371987207
9070,N#CC1COC1C#N,NCC1COC1CN,4,6.9448320989793535
9186,C#CC(C#C)C1CN1,CCC(CC)C1CN1,4,7.12744715306801
9187,C#CC(C#C)N1CC1,CCC(CC)N1CC1,4,7.12744715306801
9188,C#CC(C#N)C1CC1,CCC(CN)C1CC1,4,7.12744715306801
9189,C#CC(C#N)C1CN1,CCC(CN)C1CN1,4,7.065285815758246
9190,C#CC(C#N)C1CO1,CCC(CN)C1CO1,4,7.0048829604200735
9191,C#CC(C#N)N1CC1,CCC(CN)N1CC1,4,7.065285815758246
9192,N#CC(C#N)C1CC1,NCC(CN)C1CC1,4,7.065285815758246
9193,N#CC(C#N)N1CC1,NCC(CN)N1CC1,4,7.004199371987207
9231,C#CC#CCC1CN1,CCCCCC1CN1,4,7.12744715306801
9232,N#CC#CCC1CC1,NCCCCC1CC1,4,7.12744715306801
9233,N#CC#CCC1CN1,NCCCCC1CN1,4,7.065285815758246
9234,N#CC#CCC1CO1,NCCCCC1CO1,4,7.0048829604200735
9235,N#CC#CCN1CC1,NCCCCN1CC1,4,7.065285815758246
9236,C#CCC#CC1CN1,CCCCCC1CN1,4,7.12744715306801
9237,N#CCC#CC1CC1,NCCCCC1CC1,4,7.12744715306801
9238,N#CCC#CC1CN1,NCCCCC1CN1,4,7.065285815758246
9239,N#CCC#CC1CO1,NCCCCC1CO1,4,7.0048829604200735
9261,CC#CC#CC1CN1,CCCCCC1CN1,4,7.12744715306801
9275,CC1C(C#C)C1C#C,CC1C(CC)C1CC,4,7.190712006920434
9276,CC1C(C#C)C1C#N,CC1C(CC)C1CN,4,7.12744715306801
9277,CC1C(C#N)C1C#N,CC1C(CN)C1CN,4,7.065285815758246
9278,CN1C(C#C)C1C#C,CN1C(CC)C1CC,4,7.12744715306801
9279,CN1C(C#C)C1C#N,CN1C(CC)C1CN,4,7.065285815758246
9280,CN1C(C#N)C1C#N,CN1C(CN)C1CN,4,7.004199371987207
9281,NC1C(C#C)C1C#N,NC1C(CC)C1CN,4,7.065285815758246
9282,NC1C(C#N)C1C#N,NC1C(CN)C1CN,4,7.004199371987207
9283,OC1C(C#C)C1C#C,OC1C(CC)C1CC,4,7.065981380478957
9284,OC1C(C#C)C1C#N,OC1C(CC)C1CN,4,7.0048829604200735
9285,OC1C(C#N)C1C#N,OC1C(CN)C1CN,4,6.9448320989793535
9317,C#CC1CC1CC#N,CCC1CC1CCN,4,7.12744715306801
9318,C#CC1CN1CC#N,CCC1CN1CCN,4,7.065285815758246
9319,C#CC1NC1CC#N,CCC1NC1CCN,4,7.065285815758246
9320,C#CC1OC1CC#N,CCC1OC1CCN,4,7.0048829604200735
9321,C#CCC1CC1C#N,CCCC1CC1CN,4,7.12744715306801
9322,C#CCC1NC1C#C,CCCC1NC1CC,4,7.12744715306801
9323,C#CCC1NC1C#N,CCCC1NC1CN,4,7.065285815758246
9324,C#CCC1OC1C#N,CCCC1OC1CN,4,7.0048829604200735
9325,C#CCN1CC1C#C,CCCN1CC1CC,4,7.12744715306801
9326,C#CCN1CC1C#N,CCCN1CC1CN,4,7.065285815758246
9327,N#CCC1CC1C#N,NCCC1CC1CN,4,7.065285815758246
9328,N#CCC1NC1C#N,NCCC1NC1CN,4,7.004199371987207
9329,N#CCC1OC1C#N,NCCC1OC1CN,4,6.9448320989793535
9330,N#CCN1CC1C#N,NCCN1CC1CN,4,7.004199371987207
9359,CC#CC1CC1C#N,CCCC1CC1CN,4,7.12744715306801
9360,CC#CC1NC1C#C,CCCC1NC1CC,4,7.12744715306801
9361,CC#CC1NC1C#N,CCCC1NC1CN,4,7.065285815758246
9362,CC#CC1OC1C#N,CCCC1OC1CN,4,7.0048829604200735
9426,O=C1C=CCC1C#C,OC1CCCC1CC,4,7.065981380478957
9427,O=C1C=CCC1C#N,OC1CCCC1CN,4,7.0048829604200735
9428,[NH2+]=C1NC=C[C-]1C#N,[NH2+]C1NCC[C-]1CN,3,6.182806461910849
9429,N=C1NC=NC1C#C,NC1NCNC1CC,4,7.004199371987207
9430,O=C1CC=CC1C#C,OC1CCCC1CC,4,7.065981380478957
9431,O=C1CC=CC1C#N,OC1CCCC1CN,4,7.0048829604200735
9432,O=C1NC=CC1C#C,OC1NCCC1CC,4,7.0048829604200735
9433,O=C1NC=NC1C#C,OC1NCNC1CC,4,6.9448320989793535
9434,O=C1OC=NC1C#C,OC1OCNC1CC,4,6.886462756133843
9435,N=C1OCC=C1C#C,NC1OCCC1CC,4,7.0048829604200735
9436,N=C1OCC=C1C#N,NC1OCCC1CN,4,6.9448320989793535
9437,O=C1CCC=C1C#C,OC1CCCC1CC,4,7.065981380478957
9438,O=C1CCC=C1C#N,OC1CCCC1CN,4,7.0048829604200735
9439,O=C1NCC=C1C#C,OC1NCCC1CC,4,7.0048829604200735
9440,O=C1NCC=C1C#N,OC1NCCC1CN,4,6.9448320989793535
9441,O=C1OCC=C1C#C,OC1OCCC1CC,4,6.945504147838023
9442,O=C1OCC=C1C#N,OC1OCCC1CN,4,6.886462756133843
11143,C#CC1=CN=CN=N1,CCC1CNCNN1,5,8.75524921498401
11144,C#CC1=CN=NC=N1,CCC1CNNCN1,5,8.75524921498401
11145,C#CC1=CN=NN=N1,CCC1CNNNN1,5,8.680200225204198
11146,C#CC1=NC=CN=N1,CCC1NCCNN1,5,8.75524921498401
11147,C#CC1=NC=NN=N1,CCC1NCNNN1,5,8.680200225204198
11148,C#CCC1=CC=NN1,CCCC1CCNN1,4,7.065285815758246
11149,C#CCC1=CC=NO1,CCCC1CCNO1,4,7.0048829604200735
11150,C#CCC1=CN=NN1,CCCC1CNNN1,4,7.004199371987207
11151,C#CCC1=CN=NO1,CCCC1CNNO1,4,6.9448320989793535
11152,C#CCC1=CNN=C1,CCCC1CNNC1,4,7.065285815758246
11153,C#CCC1=CNN=N1,CCCC1CNNN1,4,7.004199371987207
11154,C#CCC1=CON=C1,CCCC1CONC1,4,7.0048829604200735
11155,C#CCC1=CON=N1,CCCC1CONN1,4,6.9448320989793535
11156,C#CCC1=NC=NN1,CCCC1NCNN1,4,7.004199371987207
11157,C#CCC1=NC=NO1,CCCC1NCNO1,4,6.9448320989793535
11158,C#CCC1=NNC=C1,CCCC1NNCC1,4,7.065285815758246
11159,C#CCC1=NNC=N1,CCCC1NNCN1,4,7.004199371987207
11160,C#CCC1=NNN=C1,CCCC1NNNC1,4,7.004199371987207
11161,C#CCC1=NOC=C1,CCCC1NOCC1,4,7.0048829604200735
11162,C#CCC1=NOC=N1,CCCC1NOCN1,4,6.9448320989793535
11163,C#CCC1=NON=C1,CCCC1NONC1,4,6.9448320989793535
11164,C#CCC1=NON=N1,CCCC1NONN1,4,6.8858020838906855
11165,C#CCN1C=CC=N1,CCCN1CCCN1,4,7.065285815758246
11166,C#CCN1C=CN=N1,CCCN1CCNN1,4,7.004199371987207
11167,C#CCN1C=NC=N1,CCCN1CNCN1,4,7.004199371987207
11168,C#CCN1C=NN=C1,CCCN1CNNC1,4,7.004199371987207
11169,C#CCN1C=NN=N1,CCCN1CNNN1,4,6.944160180163358
11170,C#CCN1N=CC=N1,CCCN1NCCN1,4,7.004199371987207
11171,C#CCN1N=CN=N1,CCCN1NCNN1,4,6.944160180163358
11172,C#CCN1N=NN=N1,CCCN1NNNN1,4,6.88514153840228
11327,CC#CC1=CC=NN1,CCCC1CCNN1,4,7.065285815758246
11328,CC#CC1=CC=NO1,CCCC1CCNO1,4,7.0048829604200735
11329,CC#CC1=CN=NO1,CCCC1CNNO1,4,6.9448320989793535
11330,CC#CC1=CNN=C1,CCCC1CNNC1,4,7.065285815758246
11331,CC#CC1=CON=C1,CCCC1CONC1,4,7.0048829604200735
11332,CC#CC1=CON=N1,CCCC1CONN1,4,6.9448320989793535
11333,CC#CC1=NC=NO1,CCCC1NCNO1,4,6.9448320989793535
11334,CC#CC1=NNC=C1,CCCC1NNCC1,4,7.065285815758246
11335,CC#CC1=NNN=C1,CCCC1NNNC1,4,7.004199371987207
11336,CC#CC1=NOC=C1,CCCC1NOCC1,4,7.0048829604200735
11337,CC#CC1=NON=N1,CCCC1NONN1,4,6.8858020838906855
11407,CC1=C(C=NN1)C#C,CC1C(CNN1)CC,4,7.065285815758246
11408,CC1=C(C=NN1)C#N,CC1C(CNN1)CN,4,7.004199371987207
11409,CC1=C(C=NO1)C#C,CC1C(CNO1)CC,4,7.0048829604200735
11410,CC1=C(C=NO1)C#N,CC1C(CNO1)CN,4,6.9448320989793535
11431,CC1=C(N=NN1)C#C,CC1C(NNN1)CC,4,7.004199371987207
11432,CC1=C(N=NN1)C#N,CC1C(NNN1)CN,4,6.944160180163358
11433,CC1=C(N=NO1)C#C,CC1C(NNO1)CC,4,6.9448320989793535
11434,CC1=C(N=NO1)C#N,CC1C(NNO1)CN,4,6.8858020838906855
11435,CC1=C(NN=C1)C#C,CC1C(NNC1)CC,4,7.065285815758246
11436,CC1=C(NN=C1)C#N,CC1C(NNC1)CN,4,7.004199371987207
11438,CC1=C(NN=N1)C#C,CC1C(NNN1)CC,4,7.004199371987207
11439,CC1=C(NN=N1)C#N,CC1C(NNN1)CN,4,6.944160180163358
11445,CC1=C(ON=C1)C#C,CC1C(ONC1)CC,4,7.0048829604200735
11446,CC1=C(ON=C1)C#N,CC1C(ONC1)CN,4,6.9448320989793535
11448,CC1=C(ON=N1)C#C,CC1C(ONN1)CC,4,6.9448320989793535
11449,CC1=C(ON=N1)C#N,CC1C(ONN1)CN,4,6.8858020838906855
11460,CC1=CC(=NN1)C#C,CC1CC(NN1)CC,4,7.065285815758246
11461,CC1=CC(=NN1)C#N,CC1CC(NN1)CN,4,7.004199371987207
11462,CC1=CC(=NO1)C#C,CC1CC(NO1)CC,4,7.0048829604200735
11463,CC1=CC(=NO1)C#N,CC1CC(NO1)CN,4,6.9448320989793535
11487,CC1=CNN=C1C#C,CC1CNNC1CC,4,7.065285815758246
11488,CC1=CNN=C1C#N,CC1CNNC1CN,4,7.004199371987207
11493,CC1=CON=C1C#C,CC1CONC1CC,4,7.0048829604200735
11494,CC1=CON=C1C#N,CC1CONC1CN,4,6.9448320989793535
11504,CC1=NC(=NN1)C#C,CC1NC(NN1)CC,4,7.004199371987207
11505,CC1=NC(=NO1)C#C,CC1NC(NO1)CC,4,6.9448320989793535
11506,CC1=NC(=NO1)C#N,CC1NC(NO1)CN,4,6.8858020838906855
11528,CC1=NNC(=C1)C#C,CC1NNC(C1)CC,4,7.065285815758246
11529,CC1=NNC(=C1)C#N,CC1NNC(C1)CN,4,7.004199371987207
11532,CC1=NNC(=N1)C#C,CC1NNC(N1)CC,4,7.004199371987207
11547,CC1=NNC=C1C#C,CC1NNCC1CC,4,7.065285815758246
11548,CC1=NNC=C1C#N,CC1NNCC1CN,4,7.004199371987207
11552,CC1=NNN=C1C#C,CC1NNNC1CC,4,7.004199371987207
11553,CC1=NNN=C1C#N,CC1NNNC1CN,4,6.944160180163358
11558,CC1=NOC(=C1)C#C,CC1NOC(C1)CC,4,7.0048829604200735
11559,CC1=NOC(=C1)C#N,CC1NOC(C1)CN,4,6.9448320989793535
11563,CC1=NOC(=N1)C#C,CC1NOC(N1)CC,4,6.9448320989793535
11564,CC1=NOC(=N1)C#N,CC1NOC(N1)CN,4,6.8858020838906855
11577,CC1=NOC=C1C#C,CC1NOCC1CC,4,7.0048829604200735
11578,CC1=NOC=C1C#N,CC1NOCC1CN,4,6.9448320989793535
11585,CC1=NON=C1C#C,CC1NONC1CC,4,6.9448320989793535
11586,CC1=NON=C1C#N,CC1NONC1CN,4,6.8858020838906855
11799,CN1C=C(C=N1)C#C,CN1CC(CN1)CC,4,7.065285815758246
11800,CN1C=C(C=N1)C#N,CN1CC(CN1)CN,4,7.004199371987207
11808,CN1C=C(N=N1)C#C,CN1CC(NN1)CC,4,7.004199371987207
11809,CN1C=C(N=N1)C#N,CN1CC(NN1)CN,4,6.944160180163358
11812,CN1C=CC(=N1)C#C,CN1CCC(N1)CC,4,7.065285815758246
11813,CN1C=CC(=N1)C#N,CN1CCC(N1)CN,4,7.004199371987207
11818,CN1C=NC(=N1)C#C,CN1CNC(N1)CC,4,7.004199371987207
11819,CN1C=NC(=N1)C#N,CN1CNC(N1)CN,4,6.944160180163358
11857,CN1N=CC(=N1)C#C,CN1NCC(N1)CC,4,7.004199371987207
11858,CN1N=CC(=N1)C#N,CN1NCC(N1)CN,4,6.944160180163358
11872,CN1N=CC=C1C#C,CN1NCCC1CC,4,7.065285815758246
11873,CN1N=CC=C1C#N,CN1NCCC1CN,4,7.004199371987207
11878,CN1N=CN=C1C#C,CN1NCNC1CC,4,7.004199371987207
11879,CN1N=CN=C1C#N,CN1NCNC1CN,4,6.944160180163358
11884,CN1N=NC(=N1)C#C,CN1NNC(N1)CC,4,6.944160180163358
11885,CN1N=NC(=N1)C#N,CN1NNC(N1)CN,4,6.88514153840228
11897,CN1N=NC=C1C#C,CN1NNCC1CC,4,7.004199371987207
11898,CN1N=NC=C1C#N,CN1NNCC1CN,4,6.944160180163358
12099,N#CC1=CN=CN=N1,NCC1CNCNN1,5,8.680200225204198
12100,N#CC1=CN=NC=N1,NCC1CNNCN1,5,8.680200225204198
12101,N#CC1=CN=NN=N1,NCC1CNNNN1,5,8.60642692300285
12102,N#CC1=NC=CN=N1,NCC1NCCNN1,5,8.680200225204198
12103,N#CC1=NC=NN=N1,NCC1NCNNN1,5,8.60642692300285
12104,N#CCC1=CC=NN1,NCCC1CCNN1,4,7.004199371987207
12105,N#CCC1=CC=NO1,NCCC1CCNO1,4,6.9448320989793535
12106,N#CCC1=CN=NN1,NCCC1CNNN1,4,6.944160180163358
12107,N#CCC1=CN=NO1,NCCC1CNNO1,4,6.8858020838906855
